CarID,Manufacturer,Model,Engine size,Fuel_Type,Year_of_Manufacturing,Mileage,Price,DealerID
C03403,Toyota,RAV4,2.2,Hybrid,2017,52430,44740,6
C07781,Ford,Mondeo,1.8,Petrol,2005,47279,12706,47
C27136,VW,Golf,1.4,Petrol,2009,80964,9947,49
C45930,VW,Golf,1.4,Diesel,2004,152768,4333,16
C25716,VW,Golf,1.8,Petrol,2002,226090,2168,10
C22230,Ford,Mondeo,2.0,Diesel,1997,137554,4334,35
C00483,Ford,Focus,1.4,Petrol,1993,106066,3403,43
C28662,Ford,Focus,1.0,Diesel,2009,55834,12419,28
C14182,Toyota,Prius,1.4,Hybrid,2003,108259,8124,29
C39685,VW,Polo,1.2,Petrol,2011,35009,11902,30
C08791,Toyota,Yaris,1.0,Petrol,1999,199278,1598,40
C38979,VW,Polo,1.6,Petrol,2021,23964,28518,30
C40402,VW,Golf,1.2,Petrol,2015,56975,16118,50
C02875,BMW,Z4,2.0,Petrol,1998,169937,3765,40
C45436,VW,Polo,2.0,Petrol,1997,190559,1892,40
C22604,Ford,Mondeo,1.6,Diesel,2013,31937,23500,44
C37028,Toyota,RAV4,2.4,Hybrid,1996,198201,3753,32
C44394,VW,Golf,1.2,Petrol,2001,108071,4445,17
C04216,Toyota,Prius,1.0,Hybrid,1997,200134,2166,39
C33068,BMW,M5,5.0,Petrol,2005,101642,29435,6
C13592,Toyota,Prius,1.4,Hybrid,1995,254931,1365,20
C44341,VW,Polo,1.0,Petrol,2017,40452,15694,43
C38870,Ford,Fiesta,1.0,Petrol,2012,30872,11592,34
C46869,Ford,Mondeo,2.0,Diesel,1999,227663,2285,27
C00374,VW,Golf,2.0,Diesel,2016,11234,30509,21
C48582,Ford,Focus,1.6,Petrol,2015,62767,21345,6
C39617,VW,Golf,1.4,Diesel,1997,244813,1212,11
C27089,Porsche,Cayenne,3.5,Petrol,2006,123493,17725,30
C32025,Toyota,RAV4,2.4,Petrol,1998,121141,6770,15
C21635,Ford,Focus,1.0,Petrol,1999,80961,5139,18
C04580,VW,Polo,2.0,Petrol,2004,70110,7729,6
C39393,Ford,Mondeo,2.0,Petrol,1987,262532,709,9
C17783,VW,Golf,1.2,Petrol,2003,118156,4706,48
C40303,VW,Golf,1.2,Petrol,2013,61561,13696,35
C19517,Toyota,Prius,1.8,Hybrid,2002,88691,9938,33
C28310,Ford,Focus,2.0,Petrol,2016,30940,31023,15
C12618,VW,Golf,1.6,Petrol,2018,47274,24160,47
C35499,VW,Golf,1.6,Diesel,2004,174634,3858,40
C35885,VW,Polo,2.0,Petrol,2004,98298,6347,15
C31745,Ford,Fiesta,1.0,Petrol,2021,17172,22806,34
C48721,VW,Passat,2.0,Petrol,2008,90772,12940,45
C13912,Ford,Fiesta,1.2,Petrol,1987,261207,387,2
C07095,VW,Polo,1.4,Petrol,2014,40793,15172,22
C15401,Toyota,Prius,1.8,Hybrid,2014,26088,32988,10
C42130,Ford,Fiesta,1.0,Petrol,2012,62721,9531,42
C29298,Porsche,Cayenne,3.0,Diesel,2018,28842,72911,4
C33130,Toyota,Yaris,1.2,Petrol,2009,84101,8566,6
C29117,VW,Golf,1.2,Petrol,2005,132550,4808,26
C07688,VW,Passat,1.8,Petrol,2017,56833,28138,26
C45115,Ford,Mondeo,1.6,Diesel,2006,125674,7758,35
C00063,VW,Polo,1.6,Petrol,1997,87723,3840,15
C25110,Ford,Fiesta,1.2,Petrol,1989,345729,197,17
C12025,VW,Golf,2.0,Diesel,2008,101087,10118,49
C37596,VW,Polo,1.2,Diesel,1986,209897,623,19
C07893,Ford,Mondeo,2.0,Petrol,2009,92071,12971,46
C20266,Toyota,Prius,1.0,Hybrid,2002,188361,3350,3
C49707,VW,Polo,1.0,Petrol,2002,97863,3940,6
C47293,VW,Golf,2.0,Petrol,2004,99859,7447,23
C22682,Toyota,Yaris,1.0,Hybrid,2009,63309,10801,24
C29910,Toyota,Yaris,1.4,Hybrid,1995,142719,2804,38
C02386,Toyota,Yaris,1.2,Petrol,1992,239579,764,47
C25885,VW,Golf,1.2,Diesel,2009,74589,10102,49
C03185,VW,Passat,1.4,Diesel,2020,12899,41170,36
C21753,Toyota,Prius,1.4,Hybrid,2007,78454,13137,16
C08359,Toyota,RAV4,2.4,Hybrid,1990,250837,1563,44
C04996,Ford,Fiesta,1.4,Petrol,2018,21984,21517,39
C19991,Ford,Mondeo,1.4,Hybrid,2013,25271,26098,8
C37219,VW,Polo,1.6,Petrol,2004,59797,7397,27
C45048,Toyota,RAV4,2.0,Hybrid,2008,90759,18100,42
C13735,VW,Polo,1.4,Petrol,2022,2464,31978,2
C06112,Toyota,RAV4,1.8,Hybrid,2004,140744,8995,1
C05374,Toyota,RAV4,2.4,Hybrid,2001,48154,16516,28
C42275,Toyota,Yaris,1.0,Petrol,2013,59548,12042,30
C12432,VW,Passat,1.4,Diesel,1993,243763,1168,4
C07919,Toyota,Yaris,1.2,Hybrid,1998,163732,2668,40
C35812,VW,Passat,2.0,Diesel,1993,63372,6027,6
C37631,VW,Golf,1.8,Petrol,1995,113090,3514,18
C12141,VW,Passat,1.8,Petrol,2009,98689,12394,26
C39635,Ford,Focus,1.0,Diesel,2006,41131,11136,2
C09646,Toyota,Prius,1.4,Hybrid,2016,38250,30979,40
C43842,Porsche,911,3.0,Petrol,2013,82297,52796,10
C36449,VW,Golf,1.4,Diesel,2004,116981,5757,31
C25314,BMW,M5,4.0,Petrol,2018,27778,101587,5
C46536,Toyota,Prius,1.0,Hybrid,2007,50894,13303,4
C05305,VW,Passat,1.8,Diesel,2007,144895,7976,16
C38770,BMW,X3,3.0,Diesel,2011,73146,25426,43
C22446,Ford,Fiesta,1.4,Petrol,2014,64324,12751,20
C10325,VW,Polo,1.6,Petrol,1996,36316,5017,9
C37747,Ford,Mondeo,1.4,Hybrid,2006,117034,8864,6
C41365,Porsche,718 Cayman,2.4,Petrol,2019,25058,57287,37
C03181,Toyota,Yaris,1.2,Hybrid,2009,104086,8904,11
C29110,Porsche,Cayenne,4.0,Petrol,2013,52350,49894,5
C26630,Porsche,911,3.5,Petrol,2020,18194,135496,17
C17021,VW,Passat,1.4,Diesel,2002,97000,7286,19
C04615,VW,Polo,1.2,Petrol,1998,163757,1970,8
C30559,Toyota,RAV4,2.2,Hybrid,2018,33011,53788,42
C00429,Toyota,Prius,1.4,Hybrid,2003,91908,9156,13
C45145,Ford,Focus,1.8,Diesel,1993,148309,2914,23
C36166,Toyota,RAV4,1.8,Hybrid,2011,83366,22095,45
C46192,Ford,Focus,1.0,Petrol,1991,270441,613,49
C43339,Toyota,Yaris,1.2,Hybrid,1987,292142,402,33
C21862,Ford,Focus,1.4,Petrol,1986,240730,685,7
C24212,Toyota,Prius,1.0,Hybrid,1989,370885,255,37
C10366,Ford,Fiesta,1.0,Petrol,1994,317754,329,9
C39273,VW,Passat,1.8,Diesel,1987,205332,1257,18
C33413,VW,Passat,1.4,Petrol,2020,15136,38743,3
C20850,BMW,Z4,2.0,Petrol,1993,178698,2504,27
C16843,Toyota,Prius,1.0,Hybrid,2010,72807,14092,38
C09999,Toyota,RAV4,1.8,Hybrid,2003,89333,12429,27
C23187,Ford,Focus,2.0,Petrol,2010,108077,12448,42
C07498,Toyota,RAV4,1.8,Hybrid,1996,267382,1732,27
C05460,VW,Polo,1.0,Petrol,2010,64967,8436,5
C04574,Porsche,911,2.2,Petrol,2016,48158,69111,21
C08172,Ford,Fiesta,1.0,Petrol,1993,156810,1330,9
C33840,VW,Polo,1.4,Petrol,2008,94189,7143,11
C23589,Ford,Focus,1.6,Diesel,2006,93334,9975,2
C41913,VW,Golf,1.8,Petrol,2017,30691,26464,3
C07295,Ford,Focus,1.6,Petrol,2017,19068,31708,14
C25914,Ford,Focus,1.0,Diesel,1994,61380,4409,9
C16358,Ford,Fiesta,1.4,Petrol,2010,125874,6270,34
C36330,Ford,Fiesta,1.4,Petrol,1999,141710,2656,18
C46763,Ford,Fiesta,1.4,Petrol,2007,165672,3718,3
C13264,Ford,Mondeo,1.6,Diesel,1998,165955,3283,44
C33511,VW,Polo,1.0,Petrol,1996,162003,1597,16
C44106,Toyota,RAV4,2.4,Petrol,2003,123286,9294,48
C11193,Ford,Focus,1.8,Diesel,1997,115592,4925,28
C27639,Toyota,Yaris,1.0,Petrol,1993,197826,1085,27
C35306,Porsche,911,3.0,Petrol,1997,132319,12522,5
C17715,Ford,Fiesta,1.0,Petrol,2006,141766,3579,48
C32664,Toyota,Yaris,1.2,Hybrid,1994,301588,586,46
C13168,Ford,Mondeo,1.6,Diesel,2003,88986,8347,42
C25291,VW,Passat,2.0,Diesel,2007,70156,14656,10
C27402,Ford,Fiesta,1.4,Petrol,2013,64238,11936,9
C12458,Ford,Focus,1.4,Petrol,2018,48372,26723,12
C02186,VW,Passat,1.8,Petrol,1999,91069,6722,13
C37088,Ford,Fiesta,1.2,Petrol,1987,234339,496,25
C21359,Toyota,Yaris,1.2,Hybrid,2012,57935,14963,35
C40554,VW,Golf,1.6,Hybrid,2014,59186,20600,35
C25254,Ford,Mondeo,1.6,Hybrid,1999,125550,5565,18
C02495,Ford,Fiesta,1.0,Petrol,2000,248279,948,45
C11033,Ford,Focus,1.0,Petrol,1998,152807,2782,44
C13612,Ford,Mondeo,1.4,Hybrid,2008,97823,11688,16
C26445,Toyota,Prius,1.0,Hybrid,1988,280596,569,25
C41258,Ford,Focus,2.0,Diesel,2018,30803,37250,23
C11763,VW,Passat,1.8,Diesel,1994,137252,3565,25
C05236,Toyota,Yaris,1.2,Hybrid,1995,193988,1685,42
C05764,Ford,Focus,1.6,Petrol,1995,131869,3411,14
C19733,VW,Golf,1.2,Diesel,1999,134105,3342,37
C39018,Porsche,Cayenne,2.6,Petrol,2010,105997,22779,10
C36079,Ford,Mondeo,1.6,Diesel,1997,147982,3564,40
C44768,Toyota,Prius,1.8,Hybrid,2017,48548,35274,24
C28281,BMW,M5,5.0,Petrol,2006,132468,24870,16
C46355,VW,Polo,2.0,Petrol,2010,73437,11275,9
C42759,Toyota,Prius,1.0,Hybrid,2016,65417,22084,49
C48921,Ford,Fiesta,1.0,Petrol,2009,124443,5013,31
C47079,Toyota,RAV4,2.2,Hybrid,1991,132937,4448,23
C18152,VW,Polo,1.2,Diesel,2002,158999,2810,43
C41441,Ford,Mondeo,1.6,Diesel,2000,99284,6346,26
C18347,Toyota,RAV4,1.8,Petrol,2010,92758,16118,18
C21523,VW,Polo,1.0,Petrol,1991,169893,1071,24
C39093,Ford,Fiesta,1.0,Petrol,2011,69302,8537,47
C29609,Ford,Fiesta,1.0,Petrol,2017,15057,17668,29
C19137,Toyota,Yaris,1.0,Petrol,2000,146177,2680,25
C09385,Ford,Fiesta,1.2,Petrol,2018,43452,17585,6
C21113,Ford,Focus,1.6,Petrol,1989,236578,930,47
C43031,Porsche,718 Cayman,4.0,Petrol,1993,188717,3928,9
C16159,Toyota,Prius,1.4,Hybrid,2017,36082,33543,29
C24593,Toyota,Yaris,1.2,Petrol,2015,43795,16636,2
C27462,VW,Passat,1.6,Diesel,2007,98211,10775,37
C10167,VW,Polo,1.2,Petrol,2003,45996,6537,5
C34916,VW,Golf,1.8,Diesel,2009,49918,14527,4
C34138,VW,Golf,1.4,Petrol,2018,24979,25772,29
C31231,Ford,Mondeo,1.8,Hybrid,2012,51608,23670,50
C44958,Ford,Fiesta,1.2,Petrol,2002,96354,4252,48
C03031,Ford,Fiesta,1.2,Hybrid,1985,149258,1091,48
C29207,Ford,Mondeo,2.0,Diesel,2018,28940,37307,43
C31461,Toyota,RAV4,2.4,Hybrid,2013,81546,29523,7
C40777,Ford,Fiesta,1.4,Petrol,2009,97613,7257,21
C43706,VW,Polo,1.4,Diesel,2002,148844,3300,18
C28615,VW,Passat,1.8,Diesel,2020,16964,45674,32
C30871,Toyota,Yaris,1.2,Hybrid,2013,77179,14079,39
C09069,Ford,Fiesta,1.4,Petrol,2008,27812,10691,41
C22922,BMW,X3,3.0,Diesel,1997,152867,5484,17
C36212,VW,Polo,1.2,Petrol,2019,28006,21127,31
C30421,Ford,Focus,1.6,Petrol,2018,38017,30419,19
C03228,Ford,Fiesta,1.4,Petrol,2010,110843,7035,12
C44490,Toyota,RAV4,2.4,Hybrid,1998,214464,3712,1
C25420,VW,Polo,1.2,Petrol,2016,45467,15602,37
C32344,VW,Golf,1.2,Diesel,2013,57057,14804,11
C30373,Ford,Fiesta,1.4,Hybrid,2016,51833,18942,23
C18380,Toyota,Yaris,1.4,Hybrid,2009,68773,12328,45
C35716,BMW,X3,3.0,Petrol,2007,115314,13697,47
C43932,Ford,Mondeo,1.8,Diesel,2002,149526,5210,10
C05708,Ford,Mondeo,1.4,Diesel,1999,108653,5182,14
C49578,Toyota,RAV4,2.0,Hybrid,2011,63823,26579,34
C26773,Ford,Mondeo,1.4,Petrol,2007,73820,10784,32
C37655,Ford,Focus,1.0,Petrol,2019,29966,26944,7
C00386,VW,Polo,1.6,Petrol,2012,66103,12102,45
C39191,Ford,Focus,1.8,Petrol,2000,176989,3483,34
C03376,Porsche,911,3.5,Petrol,1987,106439,8469,32
C29725,Toyota,RAV4,1.8,Hybrid,2004,9500,21788,23
C18893,Toyota,Prius,1.4,Hybrid,2012,82140,17873,33
C30062,Ford,Fiesta,1.2,Petrol,2010,100622,7026,39
C03864,Ford,Focus,1.6,Petrol,1992,157812,2264,5
C43116,BMW,M5,4.4,Petrol,2005,122119,23663,12
C07210,Ford,Mondeo,1.6,Diesel,2008,99685,10786,38
C03367,VW,Golf,1.8,Petrol,2001,122489,4879,39
C14442,Ford,Mondeo,2.0,Petrol,2009,50308,17161,36
C15971,BMW,X3,3.0,Petrol,1991,254464,1430,21
C45343,BMW,Z4,2.2,Petrol,2010,127193,12450,39
C06076,Ford,Focus,1.8,Petrol,2007,92405,10843,31
C32811,Ford,Mondeo,2.0,Diesel,2005,48453,13961,43
C47849,VW,Polo,1.0,Diesel,2005,88117,5419,6
C38202,Ford,Mondeo,1.6,Diesel,1990,207923,1339,35
C32662,VW,Golf,2.0,Petrol,2002,127809,5274,16
C02096,Ford,Fiesta,1.4,Hybrid,1995,127386,2735,32
C28781,Porsche,718 Cayman,2.0,Petrol,2003,84154,12386,42
C42963,VW,Polo,1.0,Petrol,1995,119972,2094,33
C31466,Toyota,Prius,1.8,Hybrid,2003,132192,7664,38
C03759,VW,Golf,1.2,Petrol,1993,172576,1555,48
C30137,Toyota,Prius,1.4,Hybrid,2006,78185,12312,35
C13343,BMW,M5,4.0,Petrol,2012,86071,46955,42
C37834,Toyota,Yaris,1.2,Hybrid,1994,161169,2087,10
C16919,Ford,Focus,1.6,Diesel,2014,45674,23360,44
C26793,VW,Polo,2.0,Petrol,1998,133336,3259,26
C28792,Toyota,Yaris,1.2,Hybrid,1999,221693,1720,35
C46386,VW,Polo,1.6,Petrol,2018,32449,22246,14
C47795,Toyota,Yaris,1.0,Petrol,2020,27551,23319,12
C13675,Ford,Focus,2.0,Petrol,2001,92299,7667,29
C19394,BMW,Z4,2.0,Petrol,2006,108729,10471,40
C16766,Ford,Fiesta,1.2,Hybrid,1989,263441,520,2
C11314,VW,Passat,1.8,Diesel,2015,61565,25081,44
C46457,Toyota,RAV4,2.0,Hybrid,2004,120294,11137,17
C22609,Ford,Mondeo,1.8,Diesel,2007,84662,11916,35
C08921,Ford,Mondeo,2.0,Diesel,1997,213998,2262,12
C01282,VW,Passat,1.8,Diesel,2004,71425,11287,28
C46450,Porsche,Cayenne,4.0,Petrol,2013,102094,35519,12
C33864,Ford,Fiesta,1.0,Petrol,2000,127467,2687,45
C09065,Ford,Mondeo,1.8,Diesel,2010,96815,13348,33
C39822,Ford,Focus,1.8,Petrol,2000,149651,4378,32
C23078,Ford,Mondeo,1.6,Diesel,2017,19636,32887,18
C24066,Ford,Focus,1.8,Petrol,1990,204599,1406,27
C00915,Ford,Mondeo,1.6,Hybrid,2007,106403,10975,38
C22126,Ford,Fiesta,1.0,Petrol,1999,107782,2922,14
C23365,VW,Passat,1.6,Diesel,2009,46509,17433,32
C31432,Toyota,RAV4,2.2,Hybrid,2010,94800,21072,43
C26750,VW,Passat,1.8,Diesel,1988,276710,698,31
C33780,VW,Golf,1.8,Petrol,2012,79681,13900,21
C41928,Toyota,RAV4,1.8,Hybrid,2000,141582,6843,46
C17472,Ford,Mondeo,1.6,Diesel,1988,44818,4111,46
C19316,VW,Passat,1.8,Diesel,2019,5992,45280,49
C44429,Toyota,RAV4,2.2,Hybrid,2011,92929,22830,26
C32657,Ford,Fiesta,1.2,Diesel,2015,31872,16191,1
C36918,Ford,Focus,1.8,Petrol,2006,133344,7446,28
C00899,Toyota,Prius,1.8,Hybrid,1994,219451,2003,16
C23559,Toyota,Prius,1.8,Hybrid,2015,48291,30920,2
C46238,Toyota,RAV4,2.2,Hybrid,2017,32533,50459,37
C40171,Porsche,718 Cayman,4.0,Petrol,2018,26076,68792,40
C23308,Ford,Fiesta,1.4,Diesel,1988,137666,1384,31
C17629,Ford,Focus,1.6,Petrol,2005,59026,11227,36
C17519,Toyota,RAV4,2.2,Hybrid,2001,141647,8083,1
C00972,Ford,Fiesta,1.4,Petrol,2008,106701,6350,1
C35853,Toyota,Prius,1.8,Hybrid,2004,92478,11053,39
C12131,Porsche,718 Cayman,4.0,Petrol,2011,78187,31118,48
C11462,Toyota,Prius,1.8,Hybrid,2021,9615,57542,29
C18695,Ford,Fiesta,1.0,Petrol,2010,84141,7217,18
C44136,Toyota,RAV4,2.4,Hybrid,1986,172696,2402,30
C11049,VW,Golf,1.2,Petrol,2012,99299,9874,36
C18127,BMW,M5,4.0,Petrol,2008,112798,29592,38
C06527,Toyota,Yaris,1.0,Hybrid,2017,33394,22153,30
C35963,VW,Golf,1.4,Petrol,2017,32501,23096,38
C02133,Ford,Fiesta,1.2,Petrol,1999,156051,2188,49
C32291,Porsche,Cayenne,3.0,Petrol,2005,123470,15355,11
C11225,Toyota,Prius,1.0,Hybrid,2016,27834,27818,48
C49691,VW,Passat,1.6,Diesel,2009,62994,15704,38
C02373,VW,Golf,1.6,Diesel,2005,149357,5092,44
C19000,Toyota,Prius,1.8,Hybrid,2013,48402,27042,45
C06485,Ford,Focus,1.8,Petrol,1998,199983,2496,42
C18254,BMW,Z4,3.0,Petrol,2005,133223,9935,39
C38924,Toyota,Prius,1.8,Hybrid,2004,98792,10560,40
C08616,Ford,Focus,1.4,Diesel,2021,9245,42856,50
C28323,BMW,X3,3.0,Diesel,2004,102948,12917,12
C36524,Ford,Mondeo,1.4,Diesel,2014,69418,18600,43
C08579,VW,Golf,1.8,Petrol,2019,23067,31574,23
C42514,Ford,Mondeo,2.0,Hybrid,1991,133603,3426,4
C08021,VW,Golf,1.6,Petrol,2002,136497,4405,3
C47345,VW,Golf,1.4,Petrol,1998,185709,2095,8
C39101,Toyota,Yaris,1.2,Hybrid,1996,241318,1178,10
C38367,Toyota,RAV4,2.2,Hybrid,1991,114554,5130,4
C01013,VW,Passat,2.0,Diesel,2001,137020,6004,44
C02248,Ford,Mondeo,1.6,Petrol,1992,199221,1574,5
C21318,BMW,X3,2.4,Diesel,1997,192875,3493,24
C44843,Toyota,Prius,1.8,Hybrid,2019,9585,50367,41
C33284,VW,Passat,1.4,Diesel,2019,24378,36173,12
C37639,Ford,Fiesta,1.4,Petrol,1998,88638,3717,14
C41587,Ford,Focus,1.6,Petrol,1991,167039,1961,10
C49129,BMW,Z4,2.0,Petrol,2020,24714,46315,32
C48363,Porsche,718 Cayman,2.0,Petrol,2015,39720,36788,3
C44020,BMW,Z4,2.2,Petrol,2006,132552,9143,26
C20496,Toyota,RAV4,2.4,Petrol,2007,37077,21956,20
C05568,Porsche,Cayenne,3.0,Petrol,2019,16612,79455,23
C11833,Toyota,Yaris,1.0,Petrol,2016,47557,15863,45
C38331,Ford,Fiesta,1.0,Petrol,2015,33665,13931,27
C32212,VW,Polo,2.0,Petrol,2002,45710,7909,49
C25616,BMW,Z4,3.0,Petrol,1998,153314,5297,8
C44932,VW,Golf,1.2,Petrol,2000,116563,3900,13
C00232,VW,Golf,1.6,Petrol,1990,137231,1967,27
C38515,VW,Polo,1.2,Petrol,1999,172201,1961,27
C41664,Porsche,718 Cayman,2.4,Petrol,2012,78182,25766,4
C05978,VW,Polo,1.6,Petrol,2006,63144,8271,23
C06649,VW,Passat,1.4,Diesel,2018,25629,33603,16
C40880,BMW,Z4,2.0,Petrol,1999,148439,4812,33
C37519,Toyota,Yaris,1.2,Hybrid,2014,33322,19877,28
C17610,Ford,Focus,2.0,Hybrid,2008,85898,15353,45
C28060,VW,Golf,1.8,Diesel,2001,145587,4266,44
C12258,Toyota,RAV4,2.4,Petrol,2005,27738,20285,34
C23746,Ford,Focus,1.4,Petrol,2009,83322,11650,31
C21357,Porsche,Cayenne,2.6,Petrol,2020,22559,76529,1
C02894,VW,Passat,1.4,Petrol,2006,116901,7812,33
C24415,Ford,Focus,2.0,Petrol,2006,100013,10119,42
C14230,Toyota,Prius,1.0,Hybrid,1994,292539,758,25
C23400,Ford,Mondeo,1.8,Diesel,1988,362799,289,13
C02639,Toyota,RAV4,2.4,Hybrid,2010,66516,26761,14
C47262,Toyota,RAV4,2.4,Petrol,2000,187989,4464,42
C10152,Ford,Fiesta,1.0,Petrol,2009,68618,7506,1
C45311,Toyota,Yaris,1.0,Hybrid,1997,169186,2176,15
C14418,Toyota,Prius,1.0,Hybrid,1989,253547,783,17
C39357,VW,Golf,1.2,Diesel,1991,166775,1501,21
C30251,Toyota,Prius,1.8,Hybrid,2014,79344,23609,40
C28593,VW,Passat,1.4,Petrol,2003,155978,4686,41
C48389,BMW,M5,4.4,Petrol,2020,29716,120401,20
C21211,Porsche,718 Cayman,2.4,Petrol,2012,48714,31236,23
C42733,VW,Passat,1.4,Diesel,2020,7810,42286,27
C10971,VW,Golf,2.0,Petrol,2011,58097,15824,24
C31538,VW,Passat,1.8,Petrol,2016,57845,26154,37
C26534,VW,Passat,2.0,Diesel,2013,69044,22027,21
C29312,Ford,Focus,1.6,Hybrid,2019,13127,44895,32
C36836,VW,Polo,2.0,Diesel,1994,130174,2687,38
C05932,Ford,Mondeo,2.0,Diesel,2019,17200,42576,5
C03805,Ford,Focus,1.8,Diesel,2017,42690,30817,13
C30203,Toyota,Yaris,1.0,Petrol,2014,20330,16276,21
C33212,VW,Passat,1.4,Petrol,2002,92742,7155,7
C48170,Ford,Mondeo,1.4,Diesel,2006,111446,8092,13
C02981,Ford,Focus,1.4,Petrol,1994,109081,3557,9
C16786,VW,Passat,2.0,Diesel,1998,112809,5933,6
C25498,VW,Polo,2.0,Petrol,2009,92951,9207,27
C03738,Toyota,Prius,1.4,Hybrid,1997,204469,2466,35
C31467,BMW,Z4,2.4,Petrol,2015,32750,34722,15
C21681,Ford,Fiesta,1.2,Petrol,1997,120606,2541,19
C47030,Porsche,911,3.5,Petrol,1995,210936,6090,6
C20993,VW,Golf,1.6,Petrol,2015,56196,18705,36
C23410,Ford,Focus,1.6,Petrol,1987,159405,1601,37
C04378,Ford,Mondeo,2.0,Diesel,2017,30339,34622,28
C24848,Toyota,RAV4,2.0,Petrol,1988,126012,3055,9
C45656,VW,Golf,1.4,Diesel,1998,198206,1972,26
C42861,VW,Passat,1.6,Diesel,1985,226587,857,37
C43942,VW,Polo,1.4,Petrol,2019,32829,22195,2
C03096,BMW,X3,2.0,Diesel,1995,178186,3168,35
C36268,VW,Golf,1.6,Petrol,2014,32717,20189,17
C14278,Toyota,Yaris,1.4,Hybrid,1987,199248,1020,19
C11592,Ford,Fiesta,1.2,Petrol,2011,83613,8482,2
C44476,VW,Passat,1.6,Petrol,1998,105691,5331,50
C46566,VW,Golf,1.8,Petrol,2008,104594,8909,6
C43711,VW,Polo,1.4,Petrol,1995,154533,1881,33
C38692,Toyota,Prius,1.8,Hybrid,2005,80079,12891,38
C27025,Toyota,Yaris,1.2,Petrol,2012,69521,11559,31
C38845,Ford,Mondeo,1.4,Hybrid,2006,156288,6485,13
C30142,Ford,Mondeo,2.0,Diesel,1992,209131,1692,39
C08395,VW,Golf,2.0,Petrol,1999,121439,4537,44
C04606,BMW,X3,2.4,Diesel,1996,180540,3636,37
C33052,BMW,Z4,2.4,Petrol,1998,159173,4514,50
C35010,VW,Polo,1.4,Petrol,1999,121725,3192,2
C16696,Ford,Mondeo,1.4,Petrol,2007,149464,6110,3
C24588,Toyota,RAV4,2.0,Hybrid,2004,63232,16732,34
C18984,VW,Golf,1.8,Diesel,1995,246368,1186,4
C05716,Toyota,RAV4,2.4,Hybrid,2007,129570,13864,3
C34076,VW,Polo,1.6,Petrol,2003,59726,6923,39
C41052,Toyota,RAV4,2.0,Hybrid,2013,58588,31419,48
C22740,Ford,Mondeo,1.4,Diesel,2006,128963,7072,37
C32477,Ford,Mondeo,1.4,Diesel,2019,16974,35665,37
C42199,Ford,Focus,1.8,Diesel,2013,50042,22562,40
C23866,VW,Golf,1.8,Diesel,2011,75993,14003,49
C48816,Toyota,Yaris,1.4,Petrol,2001,172097,2733,44
C42085,BMW,M5,4.0,Petrol,1993,107381,11337,36
C01877,Ford,Fiesta,1.0,Petrol,2000,153587,2179,29
C07790,Ford,Fiesta,1.0,Petrol,2003,172944,2263,5
C04306,VW,Polo,1.0,Petrol,2005,74398,5675,29
C00626,BMW,Z4,3.0,Petrol,1996,156682,4509,19
C39756,BMW,X3,2.4,Diesel,2020,31211,53905,29
C15001,VW,Polo,1.4,Petrol,2004,123714,4387,23
C15645,VW,Passat,2.0,Petrol,1991,216934,1486,32
C30603,Ford,Fiesta,1.0,Hybrid,2015,40954,16011,36
C29898,Ford,Mondeo,1.6,Diesel,2002,102083,7104,20
C34420,Ford,Fiesta,1.2,Petrol,1998,134677,2434,8
C41101,VW,Passat,1.6,Diesel,1996,127316,4154,11
C14033,Toyota,Prius,1.4,Hybrid,2013,53400,23116,33
C19141,Ford,Focus,1.6,Petrol,1991,72866,4030,45
C35631,Toyota,Yaris,1.4,Petrol,2003,137943,4139,24
C48655,VW,Passat,1.8,Petrol,1989,259762,833,10
C35023,Toyota,RAV4,2.0,Petrol,1993,100729,5163,36
C46127,Ford,Mondeo,1.6,Diesel,2014,41249,23777,10
C05611,Porsche,718 Cayman,4.0,Petrol,2021,5968,93659,41
C39232,Ford,Focus,1.4,Diesel,1995,246372,1245,21
C10645,Ford,Mondeo,1.4,Diesel,1989,196547,1295,36
C49989,Ford,Mondeo,1.6,Diesel,1990,142328,2339,27
C19372,Toyota,Yaris,1.0,Hybrid,2009,45711,12073,14
C35076,Ford,Mondeo,1.6,Diesel,2001,42028,9947,17
C45172,VW,Polo,1.2,Petrol,2010,101122,7185,43
C04385,Toyota,Prius,1.0,Hybrid,2004,165194,4666,38
C14459,Ford,Fiesta,1.0,Hybrid,2004,156806,3324,29
C16477,VW,Passat,1.8,Petrol,2005,188021,4627,1
C12762,Toyota,Prius,1.0,Hybrid,2013,51772,19737,23
C24555,Toyota,Prius,1.4,Hybrid,2005,86561,10867,40
C20454,VW,Passat,1.8,Petrol,2010,84889,14622,29
C00481,Porsche,718 Cayman,2.4,Petrol,1998,252380,2395,43
C37869,Toyota,RAV4,2.0,Hybrid,1992,177055,3152,11
C42002,BMW,Z4,2.0,Petrol,2020,22177,46976,34
C42704,Toyota,RAV4,2.4,Hybrid,2003,88296,14458,7
C38466,BMW,X3,2.0,Diesel,1994,217648,2096,35
C12981,VW,Passat,1.8,Diesel,2001,136158,5735,44
C09734,Porsche,911,2.2,Petrol,1986,265015,1616,36
C26183,Toyota,Prius,1.0,Hybrid,2020,11143,39802,18
C28681,Toyota,Yaris,1.2,Petrol,2005,67041,7369,47
C15190,Ford,Mondeo,1.4,Hybrid,1991,250122,1043,39
